0.1560748	0.3028738	0.0009398
0.5078648	0.0387548	0.7175028
0.0326738	0.8929958	0.7356928
0.5869078	0.1889278	0.4834788
0.4886158	0.9035658	0.0522558
0.1550348	0.6967868	0.1281598
0.2034598	0.1039108	0.1386208
0.8825508	0.1538858	0.8841948
0.9000258	0.2954398	0.8313618
0.0785218	0.1509528	0.9533468
0.3770338	0.7070278	0.8562228
0.5779728	0.4148968	0.0949728
0.8954798	0.2475698	0.9879658
0.4311708	0.2344728	0.3768938
0.1146478	0.1230888	0.4804598
0.9669058	0.2781238	0.7772488
0.2950638	0.0815868	0.8811588
0.4336878	0.1641348	0.2350408
0.5178828	0.4641588	0.1304828
0.7492468	0.7426798	0.0814328
0.3025918	0.5197148	0.3884608
0.1588138	0.8976908	0.6033568
0.4537858	0.5931708	0.8509258
0.6417548	0.2243358	0.4854008
0.0186458	0.5389868	0.6084928
0.4991058	0.9058908	0.0866128
0.0763558	0.2009548	0.9682018
0.3575118	0.4346468	0.7323348
0.5925528	0.1525288	0.9964928
0.3230328	0.9017748	0.7391718
0.6044688	0.0043668	0.0588828
0.5929288	0.3631778	0.5565718
0.7962868	0.8169638	0.1497398
0.6472118	0.6587158	0.5740768
0.1326158	0.2773658	0.1130638
0.7411028	0.7764668	0.8189548
0.0277208	0.4528208	0.4199118
0.7959188	0.0103308	0.0545508
0.3282558	0.0028828	0.0070808
0.1247488	0.1259158	0.7088568
0.2639198	0.3303818	0.9132238
0.3228048	0.1233138	0.4764028
0.2793768	0.7195978	0.4933678
0.0291158	0.3668098	0.5520828
0.2031908	0.0994268	0.2294448
0.1162568	0.8405288	0.8059118
0.5352118	0.8682498	0.6587318
0.1551198	0.4641688	0.2690598
0.4096728	0.0674248	0.2719438
0.2167548	0.5171738	0.1978568
0.9256098	0.9810958	0.3282408
0.2388358	0.5038978	0.2515528
0.5152328	0.3832718	0.9711528
0.0085988	0.4123878	0.1379628
0.9606798	0.0155808	0.8373888
0.7901218	0.3318358	0.6779188
0.1960328	0.6670448	0.1461658
0.4547638	0.2221618	0.4103378
0.9238238	0.0318378	0.6027678
0.1957658	0.2485908	0.9199368
0.9936238	0.3742018	0.1010308
0.1218658	0.8130388	0.8049268
0.5734168	0.3282748	0.9881988
0.3445648	0.5368698	0.2005878
0.2825288	0.8975508	0.8161678
0.9199158	0.8876768	0.3480018
0.7978338	0.2837068	0.4150478
0.9439978	0.5384708	0.6372088
0.9543368	0.2622968	0.4690448
0.9570978	0.2580638	0.5176348
0.8770358	0.4516848	0.4918388
0.5780668	0.1735498	0.3048738
0.1829928	0.1469638	0.8331478
0.1711918	0.0915288	0.7700188
0.5717768	0.1740538	0.8675698
0.1879468	0.8939698	0.1552448
0.1359478	0.8917998	0.8389498
0.7509908	0.0357998	0.3774238
0.3882038	0.5901348	0.2397198
0.8572458	0.9472358	0.2977808
0.1748818	0.2242718	0.1494678
0.2667188	0.2023348	0.5230148
0.9715918	0.7853298	0.8699758
0.8047418	0.5565228	0.3615098
0.7747578	0.9282968	0.9355618
0.2423298	0.7162448	0.2295298
0.1975738	0.0521888	0.5213278
0.8365228	0.6031818	0.9571308
0.8139468	0.9913858	0.7472648
0.2536648	0.6486308	0.0945008
0.7514468	0.0235128	0.5187688
0.7009098	0.4902348	0.1211048
0.0239258	0.8618248	0.1064328
0.0939028	0.4665638	0.6629538
0.8554088	0.0413228	0.7912518
0.3909698	0.4836498	0.7074938
0.0204988	0.6812198	0.7596838
0.5418288	0.7177428	0.1628698
0.0989608	0.3316918	0.9542558
0.0462278	0.3853528	0.0028858
0.3407268	0.3367968	0.2263998
0.0594978	0.0377098	0.7166318
0.5806008	0.0616348	0.7784538
0.2870348	0.5555368	0.4450178
0.1499918	0.6109438	0.6863428
0.9412418	0.4019118	0.5699938
0.8487368	0.6224148	0.0512128
0.0084248	0.3642458	0.7689588
0.5712908	0.8632068	0.3006468
0.7255448	0.5094348	0.6860008
0.7284328	0.2501608	0.6227978
0.7548308	0.7096578	0.2605078
0.2714608	0.2902608	0.3221428
0.6499148	0.5772968	0.4776788
0.6949328	0.9272828	0.4886238
0.7812778	0.0685258	0.4905368
0.7512678	0.5172618	0.9129498
0.4024828	0.7256828	0.0771958
0.1714398	0.8969718	0.7404018
0.8720838	0.0225158	0.0498358
0.7580868	0.3509438	0.8999968
0.3808838	0.1057768	0.6096548
0.2413918	0.1772338	0.2999128
0.3635338	0.8271478	0.2772088
0.2412138	0.7220828	0.0044958
0.9298368	0.3033598	0.6730198
0.8203738	0.6546268	0.7902758
0.3333208	0.6571078	0.9159608
0.8105168	0.8285458	0.0129318
0.3509198	0.7006298	0.6354478
0.4007558	0.4587158	0.9863908
0.7007518	0.2395968	0.4921668
0.5104108	0.2809888	0.4694008
0.6103238	0.4445218	0.4965508
0.6875288	0.4857338	0.2186328
0.2920238	0.2155688	0.1219918
0.3650418	0.4359388	0.9766158
0.3553198	0.5692588	0.0337218
0.2712808	0.5797768	0.0622648
0.2842078	0.3306938	0.9628988
0.3196568	0.5314438	0.6216078
0.5060488	0.8321968	0.8612048
0.9982148	0.9426028	0.1421948
0.2676148	0.9529278	0.1867148
0.7641638	0.2404598	0.4724478
0.7827958	0.7324808	0.8880118
0.9047858	0.0975208	0.7239498
0.6814028	0.8528418	0.6932098
0.5151248	0.5241188	0.4729828
0.3773888	0.2083298	0.6036728
0.9402888	0.9279878	0.1351208
0.9618958	0.2340338	0.5673168
0.4231038	0.8322498	0.1099198
0.5652948	0.6998628	0.6628438
0.7520098	0.2640268	0.3032998
0.6244528	0.6468208	0.8357798
0.1124688	0.1516078	0.9333038
0.4364178	0.6330078	0.9861398
0.1296288	0.5481328	0.5102608
0.4026088	0.1255248	0.9185888
0.2062818	0.2658128	0.8465768
0.3414018	0.4277078	0.2806128
0.1087168	0.6508068	0.5128568
0.4186388	0.2161038	0.8127198
0.6814818	0.7681098	0.0767478
0.7847828	0.5925648	0.7235658
0.4205638	0.7050318	0.2751738
0.7538638	0.5414488	0.3081798
0.7400058	0.6710728	0.6563128
0.6502648	0.2736828	0.5818368
0.1688558	0.6799688	0.0476468
0.6154298	0.6213688	0.6753528
0.8960428	0.7300888	0.7261608
0.0088978	0.7487238	0.7422608
0.2216178	0.8302088	0.1103688
0.2983658	0.4149898	0.5029328
0.6219288	0.2355528	0.6079648
0.2971018	0.7894178	0.3494128
0.0052808	0.3294228	0.6204878
0.0615918	0.1796858	0.6941718
0.4434278	0.1485418	0.9741378
0.8910748	0.7639728	0.1955068
0.9664248	0.0600108	0.1255938
0.2925828	0.4689118	0.8743168
0.2348438	0.4905268	0.9045228
0.1452148	0.9888918	0.1195108
0.8481458	0.4108218	0.7550638
0.4561118	0.9079218	0.7444788
0.6055238	0.3132028	0.8738978
0.8260118	0.7747948	0.8535838
0.5201818	0.2182218	0.6021258
0.8943158	0.9092938	0.9660938
0.2898248	0.4757178	0.2261058
0.6154158	0.9683008	0.6950138
0.0897308	0.6031478	0.5855398
0.5942518	0.5483568	0.5744348
0.5137618	0.3965068	0.7852578
0.2688258	0.8526128	0.2931768
0.4133018	0.4581388	0.8063798
0.8871988	0.6841478	0.7811748
0.1407828	0.6043268	0.3993958
0.9429038	0.2986428	0.7086888
0.7089998	0.3884678	0.3844048
0.3351028	0.4038828	0.7527038
0.8301168	0.0936128	0.7558488
0.2156598	0.0878668	0.5042048
0.7900928	0.8016288	0.7007108
0.9753498	0.2704528	0.1533268
0.2685238	0.4837528	0.6114658
0.2749058	0.5709508	0.8956108
0.6560788	0.9117358	0.2999358
0.8554768	0.4546398	0.9985798
0.3641618	0.1636358	0.3870478
0.9485668	0.2987398	0.7909278
0.7012718	0.1288568	0.4845428
0.4571208	0.7445168	0.9724068
0.3613318	0.9346098	0.5740348
0.8620398	0.5099568	0.0444878
0.6153658	0.3784828	0.9282358
0.0268328	0.4533878	0.4991898
0.9224408	0.3094678	0.4109248
0.0223808	0.5649438	0.6655658
0.4209608	0.9291078	0.8292008
0.6080068	0.4776758	0.5279388
0.9989358	0.9789488	0.8567978
0.2834778	0.2360718	0.0013118
0.6558828	0.3973978	0.5359228
0.0299168	0.6594388	0.8458768
0.4743988	0.2748058	0.8243578
0.2026348	0.1016368	0.6777468
0.9018258	0.8240768	0.7872148
0.7127488	0.4464568	0.1521588
0.5783138	0.2674178	0.2812628
0.6075138	0.2754238	0.5589388
